"","Sex","Mechanism","variable","Age-standardised rate (per 100,000)","Median age at death (years)","Number"
"1","Females","All mechanisms","1907","5.2225526",". .","76"
"2","Females","All mechanisms","1908","4.6663325",". .","84"
"3","Females","All mechanisms","1909","5.3075624",". .","97"
"4","Females","All mechanisms","1910","4.935708",". .","84"
"5","Females","All mechanisms","1911","5.4595906",". .","98"
"6","Females","All mechanisms","1912","5.9598204",". .","118"
"7","Females","All mechanisms","1913","6.7097411",". .","131"
"8","Females","All mechanisms","1914","5.4410025",". .","109"
"9","Females","All mechanisms","1915","6.1458059",". .","122"
"10","Females","All mechanisms","1916","5.3257542",". .","111"
"11","Females","All mechanisms","1917","4.2691815",". .","94"
"12","Females","All mechanisms","1918","4.3094657",". .","90"
"13","Females","All mechanisms","1919","5.0908007",". .","106"
"14","Females","All mechanisms","1920","5.4207142",". .","120"
"15","Females","All mechanisms","1921","4.9756697",". .","111"
"16","Females","All mechanisms","1922","3.8935525",". .","92"
"17","Females","All mechanisms","1923","4.4418698",". .","107"
"18","Females","All mechanisms","1924","4.9115584",". .","119"
"19","Females","All mechanisms","1925","5.2539461",". .","131"
"20","Females","All mechanisms","1926","5.3120337",". .","128"
"21","Females","All mechanisms","1927","5.48648",". .","142"
"22","Females","All mechanisms","1928","5.4117468",". .","142"
"23","Females","All mechanisms","1929","5.1353571",". .","141"
"24","Females","All mechanisms","1930","5.3375197",". .","152"
"25","Females","All mechanisms","1931","4.8957077",". .","138"
"26","Females","All mechanisms","1932","5.4508141",". .","156"
"27","Females","All mechanisms","1933","5.2482939",". .","157"
"28","Females","All mechanisms","1934","6.0809172",". .","183"
"29","Females","All mechanisms","1935","6.0015048",". .","179"
"30","Females","All mechanisms","1936","5.8091363",". .","178"
"31","Females","All mechanisms","1937","4.8440062",". .","148"
"32","Females","All mechanisms","1938","5.3361395",". .","169"
"33","Females","All mechanisms","1939","5.6116563",". .","179"
"34","Females","All mechanisms","1940","5.5060401",". .","175"
"35","Females","All mechanisms","1941","4.8138302",". .","161"
"36","Females","All mechanisms","1942","4.7986872",". .","162"
"37","Females","All mechanisms","1943","4.2982244",". .","140"
"38","Females","All mechanisms","1944","5.1720909",". .","178"
"39","Females","All mechanisms","1945","5.0525089",". .","173"
"40","Females","All mechanisms","1946","6.5053852",". .","219"
"41","Females","All mechanisms","1947","5.6890429",". .","200"
"42","Females","All mechanisms","1948","4.6348263",". .","159"
"43","Females","All mechanisms","1949","4.7311627",". .","174"
"44","Females","All mechanisms","1950","5.1095135",". .","193"
"45","Females","All mechanisms","1951","5.1762631",". .","197"
"46","Females","All mechanisms","1952","5.9149543",". .","225"
"47","Females","All mechanisms","1953","6.8001233",". .","261"
"48","Females","All mechanisms","1954","6.1415848",". .","245"
"49","Females","All mechanisms","1955","6.0971864",". .","245"
"50","Females","All mechanisms","1956","6.5881852",". .","270"
"51","Females","All mechanisms","1957","7.7236067",". .","326"
"52","Females","All mechanisms","1958","6.9059945",". .","297"
"53","Females","All mechanisms","1959","6.6482262",". .","288"
"54","Females","All mechanisms","1960","7.1324818",". .","314"
"55","Females","All mechanisms","1961","7.6333047",". .","348"
"56","Females","All mechanisms","1962","9.9760138",". .","458"
"57","Females","All mechanisms","1963","12.312248",". .","575"
"58","Females","All mechanisms","1964","11.473692","47","549"
"59","Females","All mechanisms","1965","12.456308","47","610"
"60","Females","All mechanisms","1966","12.245685","46","607"
"61","Females","All mechanisms","1967","12.87561","47","653"
"62","Females","All mechanisms","1968","9.8679963","47","505"
"63","Females","All mechanisms","1969","9.1154496","47","477"
"64","Females","All mechanisms","1970","8.7525472","47","475"
"65","Females","All mechanisms","1971","10.372478","45","588"
"66","Females","All mechanisms","1972","9.3999766","45","540"
"67","Females","All mechanisms","1973","8.3078944","47","492"
"68","Females","All mechanisms","1974","8.2511342","47","494"
"69","Females","All mechanisms","1975","7.9707631","46.5","478"
"70","Females","All mechanisms","1976","6.575649","48","406"
"71","Females","All mechanisms","1977","6.97465","46","438"
"72","Females","All mechanisms","1978","7.2636636","46","469"
"73","Females","All mechanisms","1979","7.216113","45","479"
"74","Females","All mechanisms","1980","6.1273034","41.5","408"
"75","Females","All mechanisms","1981","6.1124579","45","413"
"76","Females","All mechanisms","1982","6.6564651","47","459"
"77","Females","All mechanisms","1983","5.855702","47","418"
"78","Females","All mechanisms","1984","5.5553882","43","403"
"79","Females","All mechanisms","1985","5.3392604","45","399"
"80","Females","All mechanisms","1986","5.9597151","43","451"
"81","Females","All mechanisms","1987","5.9579705","42","467"
"82","Females","All mechanisms","1988","5.8507864","43","467"
"83","Females","All mechanisms","1989","5.3618237","44","438"
"84","Females","All mechanisms","1990","5.0875138","43","426"
"85","Females","All mechanisms","1991","6.0340796","42","513"
"86","Females","All mechanisms","1992","5.4525793","41","474"
"87","Females","All mechanisms","1993","4.5033011","41.5","394"
"88","Females","All mechanisms","1994","4.8390468","41","428"
"89","Females","All mechanisms","1995","5.5240063","41","495"
"90","Females","All mechanisms","1996","5.0769008","40","462"
"91","Females","All mechanisms","1997","6.2353565","41","577"
"92","Females","All mechanisms","1998","5.6590783","39","533"
"93","Females","All mechanisms","1999","5.1608142","40","490"
"94","Females","All mechanisms","2000","5.2257249","40","503"
"95","Females","All mechanisms","2001","5.3139942","41","521"
"96","Females","All mechanisms","2002","5.0622573","43","503"
"97","Females","All mechanisms","2003","4.7761143","41","477"
"98","Females","All mechanisms","2004","4.2968555","43","437"
"99","Females","All mechanisms","2005","4.32536","44","444"
"100","Females","All mechanisms","2006","4.7070475","44","494"
"101","Females","All mechanisms","2007","4.9815443","44","530"
"102","Females","All mechanisms","2008","4.7328407","43","508"
"103","Females","All mechanisms","2009","4.9728135","44","552"
"104","Females","All mechanisms","2010","5.0235761","43","566"
"105","Females","All mechanisms","2011","5.0731557","42.5","581"
"106","Females","All mechanisms","2012","5.6381058","42","650"
"107","Females","All mechanisms","2013","5.6139557","44","666"
"108","Females","All mechanisms","2014","5.9678226","43","714"
"109","Females","All mechanisms","2015","6.3248918","45","764"
"110","Females","All mechanisms","2016","6","44","738"
"111","Females","All mechanisms","2017","6.6","46","835"
"112","Females","All mechanisms","2018","5.9","45","746"
"113","Females","All mechanisms","2019","6.3","44","816"
"114","Females","Firearms","1907","n.p.",". .","3"
"115","Females","Firearms","1908","n.p.",". .","7"
"116","Females","Firearms","1909","n.p.",". .","6"
"117","Females","Firearms","1910","n.p.",". .","6"
"118","Females","Firearms","1911","n.p.",". .","9"
"119","Females","Firearms","1912","n.p.",". .","10"
"120","Females","Firearms","1913","n.p.",". .","9"
"121","Females","Firearms","1914","n.p.",". .","4"
"122","Females","Firearms","1915","n.p.",". .","5"
"123","Females","Firearms","1916","n.p.",". .","8"
"124","Females","Firearms","1917","n.p.",". .","7"
"125","Females","Firearms","1918","n.p.",". .","11"
"126","Females","Firearms","1919","n.p.",". .","7"
"127","Females","Firearms","1920","n.p.",". .","7"
"128","Females","Firearms","1921","n.p.",". .","8"
"129","Females","Firearms","1922","n.p.",". .","3"
"130","Females","Firearms","1923","n.p.",". .","7"
"131","Females","Firearms","1924","n.p.",". .","12"
"132","Females","Firearms","1925","n.p.",". .","5"
"133","Females","Firearms","1926","n.p.",". .","5"
"134","Females","Firearms","1927","n.p.",". .","11"
"135","Females","Firearms","1928","n.p.",". .","7"
"136","Females","Firearms","1929","n.p.",". .","7"
"137","Females","Firearms","1930","n.p.",". .","7"
"138","Females","Firearms","1931","n.p.",". .","16"
"139","Females","Firearms","1932","n.p.",". .","5"
"140","Females","Firearms","1933","n.p.",". .","9"
"141","Females","Firearms","1934","n.p.",". .","12"
"142","Females","Firearms","1935","n.p.",". .","12"
"143","Females","Firearms","1936","n.p.",". .","9"
"144","Females","Firearms","1937","n.p.",". .","14"
"145","Females","Firearms","1938","n.p.",". .","15"
"146","Females","Firearms","1939","n.p.",". .","10"
"147","Females","Firearms","1940","n.p.",". .","13"
"148","Females","Firearms","1941","n.p.",". .","10"
"149","Females","Firearms","1942","n.p.",". .","12"
"150","Females","Firearms","1943","n.p.",". .","13"
"151","Females","Firearms","1944","n.p.",". .","14"
"152","Females","Firearms","1945","n.p.",". .","11"
"153","Females","Firearms","1946","n.p.",". .","14"
"154","Females","Firearms","1947","n.p.",". .","12"
"155","Females","Firearms","1948","n.p.",". .","9"
"156","Females","Firearms","1949","n.p.",". .","11"
"157","Females","Firearms","1950","n.p.",". .","12"
"158","Females","Firearms","1951","n.p.",". .","19"
"159","Females","Firearms","1952","0.5052892",". .","21"
"160","Females","Firearms","1953","n.p.",". .","19"
"161","Females","Firearms","1954","0.6334185",". .","25"
"162","Females","Firearms","1955","n.p.",". .","19"
"163","Females","Firearms","1956","0.4830022",". .","20"
"164","Females","Firearms","1957","n.p.",". .","18"
"165","Females","Firearms","1958","n.p.",". .","18"
"166","Females","Firearms","1959","n.p.",". .","12"
"167","Females","Firearms","1960","n.p.",". .","17"
"168","Females","Firearms","1961","n.p.",". .","18"
"169","Females","Firearms","1962","0.5549217",". .","26"
"170","Females","Firearms","1963","0.5086653",". .","24"
"171","Females","Firearms","1964","0.4866028","37","24"
"172","Females","Firearms","1965","0.5600496","37","27"
"173","Females","Firearms","1966","0.5670346","36","29"
"174","Females","Firearms","1967","0.5181988","41","28"
"175","Females","Firearms","1968","0.4431763","37.5","24"
"176","Females","Firearms","1969","0.5121082","33","27"
"177","Females","Firearms","1970","0.4169732","35.5","24"
"178","Females","Firearms","1971","0.4980038","39","28"
"179","Females","Firearms","1972","0.4447474","38","27"
"180","Females","Firearms","1973","0.4948118","32","31"
"181","Females","Firearms","1974","0.5546273","43","33"
"182","Females","Firearms","1975","0.5366365","35","33"
"183","Females","Firearms","1976","0.5147932","37","31"
"184","Females","Firearms","1977","0.5470266","35","36"
"185","Females","Firearms","1978","0.4859761","31","35"
"186","Females","Firearms","1979","0.6246134","34.5","42"
"187","Females","Firearms","1980","0.5444398","35","37"
"188","Females","Firearms","1981","0.61045","39.5","42"
"189","Females","Firearms","1982","0.4723087","29","35"
"190","Females","Firearms","1983","0.4699815","34","35"
"191","Females","Firearms","1984","0.6004102","31.5","46"
"192","Females","Firearms","1985","0.5829117","29","45"
"193","Females","Firearms","1986","0.5082153","28","41"
"194","Females","Firearms","1987","0.4657613","30.5","38"
"195","Females","Firearms","1988","0.3891427","28.5","32"
"196","Females","Firearms","1989","0.3518818","33","30"
"197","Females","Firearms","1990","0.3593019","30.5","32"
"198","Females","Firearms","1991","0.2612796","27","23"
"199","Females","Firearms","1992","0.2991438","33.5","26"
"200","Females","Firearms","1993","n.p.","34","17"
"201","Females","Firearms","1994","0.2243109","35","20"
"202","Females","Firearms","1995","0.2671327","38","23"
"203","Females","Firearms","1996","n.p.","36","15"
"204","Females","Firearms","1997","0.2336299","47","21"
"205","Females","Firearms","1998","n.p.","30","17"
"206","Females","Firearms","1999","n.p.","25","13"
"207","Females","Firearms","2000","n.p.","41","10"
"208","Females","Firearms","2001","0.2075221","33","20"
"209","Females","Firearms","2002","n.p.","44","11"
"210","Females","Firearms","2003","n.p.","55","9"
"211","Females","Firearms","2004","n.p.","34","5"
"212","Females","Firearms","2005","n.p.","37","11"
"213","Females","Firearms","2006","n.p.","42.5","10"
"214","Females","Firearms","2007","n.p.","43","8"
"215","Females","Firearms","2008","n.p.","39","12"
"216","Females","Firearms","2009","n.p.","50","8"
"217","Females","Firearms","2010","n.p.","44","14"
"218","Females","Firearms","2011","n.p.","51","7"
"219","Females","Firearms","2012","n.p.","37.5","8"
"220","Females","Firearms","2013","n.p.","39","7"
"221","Females","Firearms","2014","n.p.","35","5"
"222","Females","Firearms","2015","n.p.","36","3"
"223","Females","Firearms","2016","n.p.","35","12"
"224","Females","Firearms","2017","n.p.","39","8"
"225","Females","Firearms","2018","n.p.","40","4"
"226","Females","Firearms","2019","n.p.","44","8"
"227","Females","Gas","1907",". .",". .",". ."
"228","Females","Gas","1908",". .",". .",". ."
"229","Females","Gas","1909",". .",". .",". ."
"230","Females","Gas","1910",". .",". .",". ."
"231","Females","Gas","1911",". .",". .",". ."
"232","Females","Gas","1912",". .",". .",". ."
"233","Females","Gas","1913",". .",". .",". ."
"234","Females","Gas","1914",". .",". .",". ."
"235","Females","Gas","1915",". .",". .",". ."
"236","Females","Gas","1916",". .",". .",". ."
"237","Females","Gas","1917",". .",". .",". ."
"238","Females","Gas","1918",". .",". .",". ."
"239","Females","Gas","1919",". .",". .",". ."
"240","Females","Gas","1920",". .",". .",". ."
"241","Females","Gas","1921",". .",". .",". ."
"242","Females","Gas","1922",". .",". .","0"
"243","Females","Gas","1923","n.p.",". .","8"
"244","Females","Gas","1924","n.p.",". .","5"
"245","Females","Gas","1925","n.p.",". .","4"
"246","Females","Gas","1926","n.p.",". .","6"
"247","Females","Gas","1927","n.p.",". .","3"
"248","Females","Gas","1928","n.p.",". .","12"
"249","Females","Gas","1929","n.p.",". .","14"
"250","Females","Gas","1930","n.p.",". .","9"
"251","Females","Gas","1931","n.p.",". .","14"
"252","Females","Gas","1932","0.8767555",". .","24"
"253","Females","Gas","1933","n.p.",". .","18"
"254","Females","Gas","1934","0.9638567",". .","29"
"255","Females","Gas","1935","n.p.",". .","13"
"256","Females","Gas","1936","1.1642476",". .","35"
"257","Females","Gas","1937","0.7808208",". .","23"
"258","Females","Gas","1938","n.p.",". .","17"
"259","Females","Gas","1939","1.0763939",". .","32"
"260","Females","Gas","1940","1.1079875",". .","35"
"261","Females","Gas","1941","0.6075285",". .","20"
"262","Females","Gas","1942","0.7636224",". .","25"
"263","Females","Gas","1943","0.698785",". .","23"
"264","Females","Gas","1944","1.4034525",". .","48"
"265","Females","Gas","1945","0.6625727",". .","23"
"266","Females","Gas","1946","1.2198819",". .","42"
"267","Females","Gas","1947","0.9660729",". .","34"
"268","Females","Gas","1948","0.9053972",". .","29"
"269","Females","Gas","1949","0.7700629",". .","27"
"270","Females","Gas","1950","1.1057345",". .","42"
"271","Females","Gas","1951","0.9694029",". .","36"
"272","Females","Gas","1952","1.0201301",". .","37"
"273","Females","Gas","1953","1.4302506",". .","55"
"274","Females","Gas","1954","1.6217239",". .","64"
"275","Females","Gas","1955","1.5513165",". .","62"
"276","Females","Gas","1956","1.6825848",". .","69"
"277","Females","Gas","1957","1.7923955",". .","74"
"278","Females","Gas","1958","1.5669591",". .","66"
"279","Females","Gas","1959","1.4379847",". .","62"
"280","Females","Gas","1960","1.6616746",". .","71"
"281","Females","Gas","1961","1.897141",". .","85"
"282","Females","Gas","1962","1.8490717",". .","83"
"283","Females","Gas","1963","2.1337471",". .","98"
"284","Females","Gas","1964","1.4272101","46.5","68"
"285","Females","Gas","1965","1.7258887","49","84"
"286","Females","Gas","1966","1.7110826","48","84"
"287","Females","Gas","1967","1.3731992","46","71"
"288","Females","Gas","1968","1.2116066","39","62"
"289","Females","Gas","1969","1.1312296","44","59"
"290","Females","Gas","1970","1.021238","46","57"
"291","Females","Gas","1971","0.635462","39","37"
"292","Females","Gas","1972","0.6513484","43","37"
"293","Females","Gas","1973","0.5474505","35","32"
"294","Females","Gas","1974","0.6337763","43","38"
"295","Females","Gas","1975","0.5207338","41","31"
"296","Females","Gas","1976","0.4993418","43","31"
"297","Females","Gas","1977","0.4845055","38","31"
"298","Females","Gas","1978","0.5536514","44","35"
"299","Females","Gas","1979","0.4560512","44.5","32"
"300","Females","Gas","1980","0.5179404","39.5","34"
"301","Females","Gas","1981","0.4569558","43","30"
"302","Females","Gas","1982","0.5086466","43","35"
"303","Females","Gas","1983","0.4770879","40","34"
"304","Females","Gas","1984","0.4691776","48","33"
"305","Females","Gas","1985","0.715443","43.5","52"
"306","Females","Gas","1986","0.8408294","40","62"
"307","Females","Gas","1987","0.6368011","38","50"
"308","Females","Gas","1988","0.8616869","39.5","70"
"309","Females","Gas","1989","0.6447817","41.5","54"
"310","Females","Gas","1990","0.6016921","40","50"
"311","Females","Gas","1991","0.8873342","40.5","74"
"312","Females","Gas","1992","0.6827718","34.5","61"
"313","Females","Gas","1993","0.6300053","36","57"
"314","Females","Gas","1994","0.6752069","42","58"
"315","Females","Gas","1995","1.0435334","37","94"
"316","Females","Gas","1996","0.8819951","38","80"
"317","Females","Gas","1997","1.1673261","38","108"
"318","Females","Gas","1998","0.8749394","42","82"
"319","Females","Gas","1999","1.0410628","40","98"
"320","Females","Gas","2000","1.0083077","37","97"
"321","Females","Gas","2001","0.8309291","40","81"
"322","Females","Gas","2002","0.7047262","41","70"
"323","Females","Gas","2003","0.715667","37","71"
"324","Females","Gas","2004","0.6416762","44","65"
"325","Females","Gas","2005","0.4384054","48","46"
"326","Females","Gas","2006","0.3852779","44","40"
"327","Females","Gas","2007","0.3865285","37","40"
"328","Females","Gas","2008","0.3113132","43","33"
"329","Females","Gas","2009","0.376579","44","41"
"330","Females","Gas","2010","0.2936927","44","33"
"331","Females","Gas","2011","0.3192656","45.5","37"
"332","Females","Gas","2012","0.2972992","52","36"
"333","Females","Gas","2013","0.2134806","48","25"
"334","Females","Gas","2014","0.2171377","44","26"
"335","Females","Gas","2015","0.27239","51","33"
"336","Females","Gas","2016","0.2","49","26"
"337","Females","Gas","2017","n.p.","48","15"
"338","Females","Gas","2018","0.2","47","24"
"339","Females","Gas","2019","0.2","54","20"
"340","Females","Hanging","1907","n.p.",". .","12"
"341","Females","Hanging","1908","n.p.",". .","15"
"342","Females","Hanging","1909","n.p.",". .","9"
"343","Females","Hanging","1910","n.p.",". .","10"
"344","Females","Hanging","1911","n.p.",". .","10"
"345","Females","Hanging","1912","n.p.",". .","12"
"346","Females","Hanging","1913","1.2950147",". .","22"
"347","Females","Hanging","1914","n.p.",". .","15"
"348","Females","Hanging","1915","n.p.",". .","18"
"349","Females","Hanging","1916","n.p.",". .","11"
"350","Females","Hanging","1917","n.p.",". .","13"
"351","Females","Hanging","1918","n.p.",". .","16"
"352","Females","Hanging","1919","n.p.",". .","15"
"353","Females","Hanging","1920","1.2949133",". .","25"
"354","Females","Hanging","1921","n.p.",". .","13"
"355","Females","Hanging","1922","n.p.",". .","9"
"356","Females","Hanging","1923","n.p.",". .","10"
"357","Females","Hanging","1924","1.067932",". .","21"
"358","Females","Hanging","1925","n.p.",". .","19"
"359","Females","Hanging","1926","1.2007027",". .","26"
"360","Females","Hanging","1927","1.0944056",". .","23"
"361","Females","Hanging","1928","1.0389484",". .","25"
"362","Females","Hanging","1929","n.p.",". .","18"
"363","Females","Hanging","1930","n.p.",". .","16"
"364","Females","Hanging","1931","n.p.",". .","13"
"365","Females","Hanging","1932","n.p.",". .","15"
"366","Females","Hanging","1933","n.p.",". .","16"
"367","Females","Hanging","1934","n.p.",". .","18"
"368","Females","Hanging","1935","0.7483313",". .","23"
"369","Females","Hanging","1936","n.p.",". .","14"
"370","Females","Hanging","1937","n.p.",". .","14"
"371","Females","Hanging","1938","0.9087056",". .","24"
"372","Females","Hanging","1939","0.7285074",". .","23"
"373","Females","Hanging","1940","n.p.",". .","19"
"374","Females","Hanging","1941","0.7550824",". .","24"
"375","Females","Hanging","1942","0.6445366",". .","22"
"376","Females","Hanging","1943","0.8356208",". .","27"
"377","Females","Hanging","1944","0.5783382",". .","20"
"378","Females","Hanging","1945","0.6008628",". .","20"
"379","Females","Hanging","1946","0.9289588",". .","28"
"380","Females","Hanging","1947","0.7443672",". .","27"
"381","Females","Hanging","1948","n.p.",". .","19"
"382","Females","Hanging","1949","0.8378973",". .","31"
"383","Females","Hanging","1950","0.7473118",". .","28"
"384","Females","Hanging","1951","0.7137397",". .","28"
"385","Females","Hanging","1952","0.8945123",". .","32"
"386","Females","Hanging","1953","1.0970167",". .","43"
"387","Females","Hanging","1954","0.9393144",". .","37"
"388","Females","Hanging","1955","1.1918082",". .","47"
"389","Females","Hanging","1956","0.7590789",". .","31"
"390","Females","Hanging","1957","1.0805284",". .","47"
"391","Females","Hanging","1958","0.8781868",". .","39"
"392","Females","Hanging","1959","0.7448053",". .","32"
"393","Females","Hanging","1960","0.655638",". .","29"
"394","Females","Hanging","1961","0.5254707",". .","22"
"395","Females","Hanging","1962","0.7027567",". .","32"
"396","Females","Hanging","1963","0.8450922",". .","40"
"397","Females","Hanging","1964","0.6143024","49","30"
"398","Females","Hanging","1965","0.722071","55","36"
"399","Females","Hanging","1966","0.72559","52","36"
"400","Females","Hanging","1967","0.7494707","52","38"
"401","Females","Hanging","1968","0.5173034","50.5","26"
"402","Females","Hanging","1969","0.4837661","43","25"
"403","Females","Hanging","1970","0.7510093","53.5","40"
"404","Females","Hanging","1971","0.8694158","48.5","48"
"405","Females","Hanging","1972","0.6568005","49","37"
"406","Females","Hanging","1973","0.6381089","52","37"
"407","Females","Hanging","1974","0.6431139","51.5","41"
"408","Females","Hanging","1975","0.8180717","48","49"
"409","Females","Hanging","1976","0.7874808","54","49"
"410","Females","Hanging","1977","0.6874756","49.5","42"
"411","Females","Hanging","1978","0.9938048","50.5","60"
"412","Females","Hanging","1979","0.847535","48","55"
"413","Females","Hanging","1980","0.9006563","47","57"
"414","Females","Hanging","1981","0.6618944","45","44"
"415","Females","Hanging","1982","0.8908554","52","62"
"416","Females","Hanging","1983","0.816336","50.5","58"
"417","Females","Hanging","1984","0.8379319","46.5","62"
"418","Females","Hanging","1985","0.9669649","50","74"
"419","Females","Hanging","1986","0.8739037","46","67"
"420","Females","Hanging","1987","0.9509177","38","78"
"421","Females","Hanging","1988","1.1532047","49","91"
"422","Females","Hanging","1989","1.0767994","51","88"
"423","Females","Hanging","1990","1.1353471","39.5","98"
"424","Females","Hanging","1991","1.256967","42","108"
"425","Females","Hanging","1992","1.0583615","46","93"
"426","Females","Hanging","1993","1.0076631","46","88"
"427","Females","Hanging","1994","1.2006394","41","107"
"428","Females","Hanging","1995","1.2481745","39","114"
"429","Females","Hanging","1996","1.303887","37","120"
"430","Females","Hanging","1997","1.8744396","35","175"
"431","Females","Hanging","1998","1.9436547","35","182"
"432","Females","Hanging","1999","1.6893552","35","160"
"433","Females","Hanging","2000","1.8985861","33","182"
"434","Females","Hanging","2001","2.0014666","38","195"
"435","Females","Hanging","2002","2.0004479","40","199"
"436","Females","Hanging","2003","1.7705412","35","176"
"437","Females","Hanging","2004","1.7350385","38","176"
"438","Females","Hanging","2005","1.801693","38","183"
"439","Females","Hanging","2006","2.0003633","37","208"
"440","Females","Hanging","2007","2.0589027","38","216"
"441","Females","Hanging","2008","2.0066472","38","215"
"442","Females","Hanging","2009","2.1071663","36","228"
"443","Females","Hanging","2010","2.2929637","38","256"
"444","Females","Hanging","2011","2.4143849","36","271"
"445","Females","Hanging","2012","2.7003475","37","301"
"446","Females","Hanging","2013","2.6258213","40","305"
"447","Females","Hanging","2014","3.0156987","36","349"
"448","Females","Hanging","2015","3.1407352","37","364"
"449","Females","Hanging","2016","2.9","35","345"
"450","Females","Hanging","2017","3.2","40","386"
"451","Females","Hanging","2018","3","38","361"
"452","Females","Hanging","2019","3.3","38","411"
"453","Females","Other mechanisms","1907",". .",". .",". ."
"454","Females","Other mechanisms","1908",". .",". .",". ."
"455","Females","Other mechanisms","1909",". .",". .",". ."
"456","Females","Other mechanisms","1910",". .",". .",". ."
"457","Females","Other mechanisms","1911",". .",". .",". ."
"458","Females","Other mechanisms","1912",". .",". .",". ."
"459","Females","Other mechanisms","1913",". .",". .",". ."
"460","Females","Other mechanisms","1914",". .",". .",". ."
"461","Females","Other mechanisms","1915",". .",". .",". ."
"462","Females","Other mechanisms","1916",". .",". .",". ."
"463","Females","Other mechanisms","1917",". .",". .",". ."
"464","Females","Other mechanisms","1918",". .",". .",". ."
"465","Females","Other mechanisms","1919",". .",". .",". ."
"466","Females","Other mechanisms","1920",". .",". .",". ."
"467","Females","Other mechanisms","1921",". .",". .",". ."
"468","Females","Other mechanisms","1922",". .",". .",". ."
"469","Females","Other mechanisms","1923",". .",". .",". ."
"470","Females","Other mechanisms","1924",". .",". .",". ."
"471","Females","Other mechanisms","1925",". .",". .",". ."
"472","Females","Other mechanisms","1926",". .",". .",". ."
"473","Females","Other mechanisms","1927",". .",". .",". ."
"474","Females","Other mechanisms","1928",". .",". .",". ."
"475","Females","Other mechanisms","1929",". .",". .",". ."
